,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-25,179.029999,179.350006,177.389999,179.270004,PEP,0,433d4176-2b79-11ed-9618-f9cbb89e80a5
1,2022-08-26,179.960007,179.979996,174.669998,175.039993,PEP,0.35,433d4176-2b79-11ed-9618-f9cbb89e80a5
2,2022-08-29,174.550003,175.289993,173.210007,174.490005,PEP,-2.68,433d4176-2b79-11ed-9618-f9cbb89e80a5
3,2022-08-30,174.339996,174.690002,172.330002,172.990005,PEP,-0.34,433d4176-2b79-11ed-9618-f9cbb89e80a5
4,2022-08-31,173.809998,174.410004,172.199997,172.270004,PEP,-0.16,433d4176-2b79-11ed-9618-f9cbb89e80a5
5,2022-09-01,170.919998,172.979996,170.240005,172.850006,PEP,-0.83,433d4176-2b79-11ed-9618-f9cbb89e80a5
6,2022-09-02,173.720001,174.970001,169.889999,170.660004,PEP,1.14,433d4176-2b79-11ed-9618-f9cbb89e80a5
