,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-25,135.259995,137.419998,134.279999,137.279999,AMZN,0,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
1,2022-08-26,136.550003,137.830002,130.5,130.75,AMZN,0.3,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
2,2022-08-29,129.899994,131.949997,128.770004,129.789993,AMZN,-4.46,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
3,2022-08-30,131.25,132.070007,126.849998,128.729996,AMZN,0.09,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
4,2022-08-31,129.449997,130.589996,126.739998,126.769997,AMZN,-1.13,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
5,2022-09-01,126.0,128.020004,123.660004,127.82,AMZN,-2.01,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
6,2022-09-02,129.5,131.380005,126.389999,127.510002,AMZN,2.56,4068c81f-2b79-11ed-90c9-f9cbb89e80a5
