,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-25,47.52,47.950001,47.27,47.900002,PFE,0,4235b665-2b79-11ed-b451-f9cbb89e80a5
1,2022-08-26,47.619999,47.959999,46.700001,46.82,PFE,0.02,4235b665-2b79-11ed-b451-f9cbb89e80a5
2,2022-08-29,46.380001,46.689999,46.119999,46.23,PFE,-2.72,4235b665-2b79-11ed-b451-f9cbb89e80a5
3,2022-08-30,46.34,46.349998,45.799999,45.849998,PFE,-0.73,4235b665-2b79-11ed-b451-f9cbb89e80a5
4,2022-08-31,46.009998,46.290001,45.130001,45.23,PFE,-0.13,4235b665-2b79-11ed-b451-f9cbb89e80a5
5,2022-09-01,45.139999,46.650002,45.139999,46.630001,PFE,0.77,4235b665-2b79-11ed-b451-f9cbb89e80a5
6,2022-09-02,46.740002,46.799999,45.529999,45.700001,PFE,0.32,4235b665-2b79-11ed-b451-f9cbb89e80a5
