,Date,Open,High,Low,Close,ticker_symbol,high_diff,id
0,2022-08-25,155.0,156.0,154.529999,156.0,TM,0,4371f683-2b79-11ed-bd77-f9cbb89e80a5
1,2022-08-26,155.149994,155.5,151.729996,151.770004,TM,-0.32,4371f683-2b79-11ed-bd77-f9cbb89e80a5
2,2022-08-29,151.220001,152.479996,151.199997,151.770004,TM,-1.98,4371f683-2b79-11ed-bd77-f9cbb89e80a5
3,2022-08-30,152.649994,152.770004,149.550003,150.169998,TM,0.19,4371f683-2b79-11ed-bd77-f9cbb89e80a5
4,2022-08-31,150.550003,151.039993,149.320007,149.369995,TM,-1.15,4371f683-2b79-11ed-bd77-f9cbb89e80a5
5,2022-09-01,147.610001,147.869995,145.610001,146.800003,TM,-2.14,4371f683-2b79-11ed-bd77-f9cbb89e80a5
6,2022-09-02,147.550003,147.869995,145.080002,145.559998,TM,0.0,4371f683-2b79-11ed-bd77-f9cbb89e80a5
